OGE,[],Carbon.getCityCarbon,4555,Regional level carbon accounting,provinceCarbon,JSON string for provincial carbon emissions,String,LiteralData,cityCarbonProportion,Carbon accounting allocation ratio JSON string,String,LiteralData,result,JSON string for prefecture level carbon accounting,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Carbon.getCityCarbonIndex,4556,Query of social and economic indicators at the prefecture level,region,List of Province Names,List<String>,LiteralData,period,Year List,List<Integer>,ComplexData,result,JSON string for prefecture level socio-economic indicators,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Carbon.getCityCarbonProportion,4557,Carbon accounting allocation ratio,provinceCarbonIndex,Provincial socio-economic indicators,String,LiteralData,cityCarbonIndex,Regional socio-economic indicators,String,LiteralData,result,Carbon accounting allocation ratio JSON string,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Carbon.getProvinceCarbon,4558,Provincial carbon emission calculation,region,List of Province Names,List<String>,LiteralData,period,Year List,List<Integer>,ComplexData,result,JSON string for provincial carbon emission statistics,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Carbon.getProvinceCarbonIndex,4559,Provincial socio-economic indicator query,region,List of Province Names,List<String>,LiteralData,period,Year List,List<Integer>,ComplexData,result,JSON string for provincial socio-economic indicators,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.draw,4560,Paints a vector collection for visualization. Not intended for use as input to other algorithms.,collection,The collection to draw,FeatureCollection,Vector,color,A hex string in the format RRGGBB specifying the color to use for drawing the features.,String,LiteralData,pointRadius,The radius in pixels of the point markers.,Integer,LiteralData,strokeWidth,The width in pixels of lines and polygon borders.,Integer,LiteralData,output,output parameter,Image<unknown bands>,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.getCollectionType,4561,Get the type of the collection.,collection,The collection to get type.,Collection,LiteralData,output,output parameter,String,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.getItem,4562,Get the item of a collection.,input,The collections as the input data,Collection,LiteralData,itemId,The id of the target item.,String,LiteralData,output,output parameter,Item,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.getNumItems,4563,Get the number of items in a collection.,input,The collections as the input data,Collection,LiteralData,output,output parameter,Integer,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.map,4564,Maps an algorithm over a collection.,collection,The collection of the elements to which the algorithm is applied.,Collection,LiteralData,baseAlgorithm,The algorithm being applied to each element,Algorithm,LiteralData,dropNulls,"If true, the mapped algorithm is allowed to return nulls, and the elements for which it returns nulls will be dropped.",Boolean,LiteralData,Collection,Maps an algorithm over a collection.,Collection,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.subCollection,4565,Get part of collection.,input,The collections as the input data,Collection,LiteralData,bbox,The range of space used for deleting.,List<Float>,ComplexData,datetime,The range of time used for deleting.,List<String>,LiteralData,bboxCrs,The crs of bbox.,String,LiteralData,output,output parameter,Collection,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.toCoverageCollection,4566,Transform the collection to featureCollection.,input,The collections as the input data,Collection,LiteralData,output,output parameter,CoverageCollection,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collection.toFeatureCollection,4567,Transform the collection to featureCollection.,input,The collections as the input data,Collection,LiteralData,output,output parameter,FeatureCollection,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collections.getCollection,4568,Get the collection from collections.,input,The collections as the input data,Collections,LiteralData,collectionId,The id of the certain collection.,String,LiteralData,output,output parameter,Collection,LiteralData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Collections.toCube,4569,Convert dataset to Cube,input,The collections as the input data,Collections,LiteralData,bbox,Cube,List<Float>,ComplexData,datetime,Cube,String,LiteralData,crs,Cube,String,LiteralData,bands,,List<String>,LiteralData,output,output parameter,Cube,GeoData,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],combine,4570,Apply addition on attribute columns,collection,FeatureCollection,DataFrame,ComplexData,column1,First column,String,LiteralData,column2,Second column,String,LiteralData,newColumnName,New field name,String,LiteralData,output,,FeatureCollection,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],constantColumn,4571,Add a constant column to the dataset,collection,FeatureCollection,DataFrame,ComplexData,constantValue,constant value,Any,LiteralData,columnName,Constant field name,String,LiteralData,output,,FeatureCollection,Vector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.abs,4572,Calculate the absolute value of each pixel in the image,coverage,The image to which the operation is applied.,Coverage,Raster,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.AccuracyEvaluationByPython,4573,"Performs accuracy evaluation, calculating classification accuracy for raster images.",true_raster,Name of the true raster map.,Coverage,Raster,pred_raster,Name of the predicted raster map.,Coverage,Raster,output_tif,Output TIFF file path for the confusion matrix.,String,LiteralData,output_fig,Output image file path for the confusion matrix.,String,LiteralData,Coverage,"Performs accuracy evaluation, calculating classification accuracy for raster images.",Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.acos,4574,"The operation of obtaining the arccosine of a value. If abs (cell_value)>1, NaN is returned in that cell.",coverage,The coverage for operation,Coverage,Raster,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.add,4575,"If both images contain only one band, add the two bands together; If there are multiple bands in two images, the corresponding bands are added together.",coverage1,The image from which the left operand bands are taken.,Coverage,Raster,coverage2,The image from which the right operand bands are taken.,Coverage,Raster,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.addBands,4576,"Add the bands of interest from coverage 2 to coverage 1. If the bands have the same name, overwrite controls whether to rewrite them.",dstCoverage,first coverage.,Coverage,Raster,srcCoverage,second coverage.,Coverage,Raster,names,the name of selected bands in srcCoverage,List<String>,LiteralData,overwrite,"if true, overwrite bands in the first coverage with the same name. Otherwise the bands in the first coverage will be kept.",Boolean,LiteralData,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.addNum,4577,Add the value to the coverage,coverage,The coverage for operation.,Coverage,Raster,i,The value to add.,Double,LiteralData,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.addStyles,4578,Add Style,coverage,The coverage to be added styles,Coverage,Raster,bands,,List<String>,LiteralData,gain,,Object,LiteralData,bias,,Object,LiteralData,min,,Object,LiteralData,max,,Object,LiteralData,gamma,,Object,LiteralData,opacity,,Float,LiteralData,palette,,Object,LiteralData,format,,String,LiteralData,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE,[],Coverage.and,4579,"If both values are non-zero for each pair of matched bands in coverage1 and coverage2, then return 1. If both covers have only one band, it is an and operation between bands.",coverage1,First coverage rdd to operate.,Coverage,Raster,coverage2,First coverage rdd to operate.,Coverage,Raster,output,output parameter,Coverage,Raster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
